age,job,marital,education,month,campaign,y
32,management,single,unknown,jan,1,no
43,technician,divorced,secondary,aug,3,no
36,management,single,tertiary,may,2,no
29,management,married,tertiary,feb,3,no
32,admin,single,secondary,nov,1,no
41,management,divorced,tertiary,jul,1,no
26,services,single,secondary,jul,3,no
34,blue-collar,married,primary,jul,1,no
57,retired,married,tertiary,may,1,yes
36,services,single,secondary,nov,2,no
42,blue-collar,married,secondary,may,1,no
35,technician,divorced,secondary,aug,12,no
52,entrepreneur,divorced,primary,may,2,no
36,management,single,tertiary,may,5,no
46,technician,married,secondary,may,1,no
60,management,divorced,tertiary,jun,1,yes
57,housemaid,married,primary,aug,2,no
48,management,married,tertiary,jan,3,no
59,self-employed,married,primary,jul,2,no
39,management,married,tertiary,aug,2,no
44,blue-collar,married,secondary,may,10,no
27,management,single,tertiary,jun,3,no
59,retired,married,secondary,jun,2,no
36,technician,divorced,secondary,nov,2,no
44,admin,married,secondary,nov,1,yes
50,admin,married,secondary,aug,4,no
41,management,divorced,tertiary,aug,3,no
47,admin,married,secondary,may,1,no
32,technician,single,tertiary,jul,4,no
38,blue-collar,married,secondary,jun,6,no
55,blue-collar,married,unknown,aug,2,no
38,management,single,tertiary,oct,4,no
31,management,single,tertiary,may,1,no
38,blue-collar,divorced,secondary,jun,5,no
29,unemployed,single,tertiary,feb,1,no
55,services,married,secondary,may,1,no
35,unemployed,married,secondary,may,4,no
40,self-employed,single,tertiary,jun,3,no
34,blue-collar,married,secondary,nov,1,no
32,technician,single,tertiary,apr,1,yes
33,blue-collar,married,secondary,sep,1,no
33,management,married,tertiary,may,1,yes
37,admin,married,secondary,may,2,no
58,management,married,tertiary,jun,1,no
36,admin,single,secondary,apr,1,no
42,blue-collar,married,secondary,jun,7,no
34,technician,single,secondary,apr,1,no
35,management,married,tertiary,may,3,no
60,housemaid,married,primary,jun,3,no
50,management,married,tertiary,may,2,no
28,self-employed,single,tertiary,jan,2,yes
27,blue-collar,divorced,secondary,jul,3,no
37,management,married,tertiary,apr,1,yes
31,technician,married,tertiary,may,4,yes
34,services,married,secondary,may,1,yes
38,management,married,tertiary,may,2,no
32,self-employed,married,secondary,may,3,no
37,technician,married,secondary,aug,4,no
33,admin,married,secondary,may,2,no
71,technician,married,tertiary,oct,2,no
27,technician,married,secondary,may,3,no
38,blue-collar,married,primary,jun,1,no
34,technician,single,secondary,jul,2,no
54,retired,divorced,tertiary,may,1,yes
30,blue-collar,married,secondary,jan,3,no
35,entrepreneur,single,secondary,jul,4,no
33,blue-collar,single,secondary,apr,1,no
36,management,married,secondary,may,1,no
59,self-employed,married,tertiary,jun,5,no
72,blue-collar,married,primary,oct,1,no
64,management,married,tertiary,apr,3,no
53,technician,divorced,secondary,jul,1,no
35,management,single,tertiary,may,1,no
58,self-employed,married,secondary,may,1,no
40,technician,married,secondary,apr,2,no
41,services,divorced,secondary,may,2,no
48,retired,married,primary,jun,8,no
44,entrepreneur,married,tertiary,aug,3,no
39,blue-collar,married,unknown,feb,1,no
61,management,married,tertiary,feb,3,yes
36,entrepreneur,married,primary,may,5,no
28,management,married,tertiary,jul,2,no
58,retired,single,secondary,feb,6,no
60,admin,divorced,secondary,may,1,no
66,admin,single,secondary,may,4,no
36,management,single,tertiary,aug,8,yes
49,self-employed,married,secondary,may,6,no
40,services,married,secondary,jun,2,no
23,technician,single,secondary,apr,1,no
29,management,single,tertiary,may,3,no
44,blue-collar,married,primary,may,1,no
54,unknown,married,unknown,jun,8,no
47,blue-collar,married,primary,jul,2,no
33,admin,married,tertiary,jul,1,no
30,self-employed,married,secondary,apr,4,no
27,admin,single,secondary,jul,1,no
49,management,divorced,tertiary,nov,1,no
27,services,single,secondary,jun,2,no
51,blue-collar,married,secondary,may,1,no
32,admin,divorced,secondary,may,3,no
30,blue-collar,single,secondary,may,1,no
33,admin,married,secondary,nov,1,no
27,blue-collar,single,primary,may,5,no
75,retired,divorced,secondary,dec,7,yes
37,services,divorced,secondary,feb,1,no
36,technician,single,secondary,jun,2,no
37,blue-collar,married,secondary,may,2,no
35,management,married,tertiary,may,4,no
32,services,married,secondary,apr,5,no
32,admin,single,secondary,jul,2,no
35,admin,married,primary,may,1,no
31,blue-collar,married,primary,jul,1,no
28,blue-collar,single,secondary,may,2,no
27,services,married,secondary,may,1,no
22,student,single,unknown,sep,1,no
35,blue-collar,married,primary,may,2,no
69,retired,married,primary,aug,1,no
37,entrepreneur,single,tertiary,nov,1,no
45,admin,single,secondary,may,1,no
47,management,married,tertiary,jul,1,no
52,management,married,tertiary,may,4,no
33,services,married,secondary,jul,2,no
60,blue-collar,married,primary,aug,4,yes
33,management,divorced,secondary,jun,1,no
44,admin,married,secondary,jan,2,no
38,entrepreneur,married,secondary,nov,2,no
54,entrepreneur,married,secondary,may,1,no
32,unemployed,divorced,primary,jul,4,no
33,technician,married,secondary,nov,2,no
55,services,divorced,secondary,may,2,no
51,blue-collar,married,primary,jun,7,no
48,blue-collar,married,secondary,apr,1,no
37,services,single,secondary,feb,3,no
33,services,single,secondary,jul,5,no
30,blue-collar,married,primary,jul,2,no
43,blue-collar,married,primary,may,2,no
49,technician,married,secondary,may,2,no
54,unemployed,married,primary,feb,3,no
31,unemployed,married,tertiary,aug,8,no
54,unknown,married,unknown,oct,1,yes
36,unemployed,married,secondary,jul,3,no
30,admin,married,secondary,jul,5,no
27,technician,single,secondary,jul,2,yes
30,admin,married,secondary,may,1,no
30,blue-collar,married,secondary,may,2,no
35,technician,divorced,secondary,aug,4,no
33,services,divorced,secondary,may,1,no
43,blue-collar,divorced,primary,jul,4,no
41,blue-collar,married,secondary,may,1,no
41,management,divorced,tertiary,apr,9,yes
46,admin,divorced,secondary,feb,1,yes
54,blue-collar,married,secondary,may,1,no
32,management,married,tertiary,jun,1,no
30,technician,single,tertiary,may,1,no
40,entrepreneur,married,primary,jul,2,no
30,blue-collar,married,primary,may,2,no
27,admin,married,secondary,jul,3,no
41,blue-collar,married,primary,may,1,no
54,services,married,secondary,aug,2,no
32,management,single,tertiary,jan,2,no
31,management,married,tertiary,feb,4,yes
42,blue-collar,married,secondary,may,2,no
48,admin,married,primary,jun,2,no
34,blue-collar,married,primary,may,2,no
55,technician,divorced,secondary,aug,3,no
49,technician,married,secondary,jul,2,no
46,management,divorced,tertiary,jun,2,no
47,entrepreneur,married,unknown,may,2,no
24,management,single,tertiary,jul,2,no
58,entrepreneur,married,secondary,jun,1,no
32,management,single,tertiary,aug,5,yes
25,student,single,secondary,mar,3,no
49,blue-collar,married,secondary,jun,3,no
59,retired,divorced,secondary,may,2,yes
30,management,single,tertiary,jun,16,no
46,blue-collar,married,secondary,may,1,no
42,management,married,unknown,oct,1,yes
37,entrepreneur,married,tertiary,jun,2,no
44,blue-collar,married,primary,may,4,no
49,services,married,secondary,aug,3,no
41,blue-collar,married,secondary,jun,1,no
48,technician,married,tertiary,aug,15,no
31,management,married,secondary,apr,1,no
37,student,married,unknown,jun,1,no
51,services,married,secondary,feb,2,no
80,retired,married,secondary,jun,1,yes
32,management,single,tertiary,may,1,no
48,services,married,primary,jun,7,no
49,blue-collar,married,tertiary,jun,1,no
30,management,married,tertiary,jul,1,no
27,self-employed,single,secondary,jan,2,no
34,technician,married,secondary,aug,4,no
49,management,married,secondary,nov,2,yes
48,management,married,tertiary,may,2,no
40,services,married,secondary,jun,1,no
38,blue-collar,married,secondary,nov,1,no
46,blue-collar,married,primary,may,1,no
41,entrepreneur,married,tertiary,nov,1,no
28,management,single,tertiary,may,1,no
51,services,married,unknown,may,2,no
33,blue-collar,divorced,primary,may,2,no
26,management,single,tertiary,may,1,no
34,admin,single,secondary,apr,2,no
27,blue-collar,married,secondary,may,2,no
42,self-employed,married,secondary,jul,2,no
45,admin,married,secondary,jun,2,yes
31,technician,single,secondary,may,2,no
32,management,single,tertiary,may,2,yes
39,blue-collar,married,primary,jun,1,no
26,blue-collar,single,secondary,jul,5,no
40,management,single,tertiary,mar,2,no
52,services,married,secondary,jul,1,no
40,technician,single,tertiary,jan,2,no
48,technician,married,secondary,aug,5,no
31,services,married,secondary,may,1,no
27,admin,married,secondary,may,1,yes
47,technician,married,secondary,sep,1,yes
28,management,single,secondary,mar,1,yes
40,management,divorced,tertiary,may,2,no
34,admin,married,secondary,apr,1,no
29,self-employed,married,tertiary,may,2,no
36,management,married,tertiary,aug,2,no
83,retired,married,primary,jun,1,yes
55,services,divorced,primary,may,2,no
43,management,divorced,tertiary,jan,3,no
23,student,single,secondary,jun,9,no
44,technician,married,tertiary,jul,2,no
58,blue-collar,married,primary,may,2,no
29,admin,single,secondary,mar,1,no
30,management,single,tertiary,feb,1,no
29,admin,single,secondary,may,1,no
41,technician,married,secondary,mar,1,no
35,housemaid,married,primary,jul,3,no
31,technician,single,secondary,jul,4,no
27,admin,single,tertiary,jan,1,no
47,services,married,secondary,may,1,no
53,self-employed,married,tertiary,jun,30,no
34,management,married,tertiary,jul,3,no
34,blue-collar,married,primary,jul,4,no
36,management,married,tertiary,may,3,no
40,technician,married,secondary,aug,4,no
37,self-employed,single,tertiary,jun,2,no
65,retired,divorced,unknown,aug,2,no
53,technician,divorced,secondary,may,4,no
28,technician,single,secondary,mar,1,no
33,technician,divorced,tertiary,may,1,no
56,blue-collar,married,primary,aug,5,no
45,self-employed,married,secondary,apr,2,no
39,technician,married,secondary,jun,1,no
28,management,single,tertiary,jul,1,no
36,blue-collar,married,primary,nov,2,no
41,blue-collar,married,primary,apr,4,no
46,admin,married,secondary,aug,1,yes
41,blue-collar,married,secondary,may,6,no
59,services,married,secondary,jul,2,no
24,admin,married,secondary,may,1,no
34,management,married,tertiary,may,1,no
40,blue-collar,married,primary,may,1,no
42,admin,married,secondary,jun,4,no
50,services,married,secondary,apr,2,no
25,management,single,tertiary,sep,4,no
51,services,divorced,secondary,nov,1,no
50,management,married,tertiary,jun,1,no
37,blue-collar,married,unknown,may,2,no
21,services,single,secondary,jun,1,no
52,blue-collar,married,secondary,may,1,no
55,retired,married,primary,aug,4,no
26,technician,single,secondary,jun,1,no
38,technician,married,tertiary,nov,2,yes
32,blue-collar,married,secondary,may,1,no
31,blue-collar,married,secondary,may,4,no
34,technician,single,secondary,jan,1,no
33,technician,single,tertiary,aug,3,no
35,technician,married,secondary,jan,3,no
44,management,married,unknown,may,7,no
48,management,divorced,tertiary,apr,1,no
29,blue-collar,married,secondary,may,1,no
50,management,married,tertiary,jul,5,no
37,blue-collar,married,primary,may,2,no
44,admin,single,secondary,jun,1,no
36,unemployed,single,tertiary,jun,3,no
49,blue-collar,divorced,unknown,may,5,no
31,blue-collar,married,secondary,may,1,no
49,technician,divorced,secondary,may,6,no
35,blue-collar,single,secondary,apr,1,yes
57,admin,divorced,unknown,nov,1,no
42,blue-collar,married,primary,feb,1,no
36,blue-collar,divorced,secondary,may,2,no
75,retired,divorced,primary,mar,1,no
38,blue-collar,single,secondary,may,2,no
40,blue-collar,married,primary,may,2,no
38,services,single,secondary,may,3,yes
34,management,single,tertiary,jul,1,no
29,technician,single,tertiary,may,1,no
28,admin,married,secondary,jan,1,no
79,retired,married,secondary,jul,5,no
51,admin,divorced,secondary,may,1,no
32,student,single,tertiary,aug,5,no
36,management,married,tertiary,aug,3,yes
38,entrepreneur,married,secondary,may,11,no
49,self-employed,married,secondary,may,3,no
42,services,married,secondary,may,3,no
43,blue-collar,married,primary,jun,4,no
34,blue-collar,married,secondary,may,1,no
59,retired,single,secondary,may,5,yes
35,unknown,married,primary,aug,2,no
33,blue-collar,single,secondary,jun,25,no
34,admin,single,secondary,apr,2,no
64,retired,married,secondary,jul,3,yes
34,entrepreneur,married,tertiary,jul,1,no
77,retired,married,tertiary,oct,1,yes
57,retired,married,primary,jul,5,no
30,blue-collar,married,secondary,may,1,no
56,housemaid,divorced,primary,jun,1,yes
49,unknown,married,unknown,aug,2,no
73,retired,married,primary,jul,3,no
39,technician,single,secondary,aug,2,no
57,technician,divorced,primary,may,2,no
32,self-employed,married,secondary,jul,2,no
32,technician,single,tertiary,may,2,yes
45,admin,married,secondary,aug,9,no
32,blue-collar,married,secondary,may,4,no
31,management,married,tertiary,jul,2,yes
49,self-employed,married,secondary,aug,2,no
29,services,married,secondary,may,3,no
55,technician,married,secondary,jan,1,no
30,admin,married,secondary,may,1,no
45,services,single,primary,jun,6,yes
39,technician,married,tertiary,jan,2,no
36,admin,married,secondary,may,1,no
33,management,married,tertiary,nov,1,no
36,management,married,tertiary,aug,1,yes
31,technician,single,secondary,aug,2,no
36,technician,married,unknown,jul,3,no
38,technician,single,tertiary,jun,1,no
33,unknown,married,secondary,aug,3,no
40,technician,married,secondary,may,2,no
31,blue-collar,married,secondary,jun,2,yes
39,services,married,secondary,jul,5,no
33,admin,married,tertiary,may,2,no
53,services,divorced,secondary,mar,2,yes
38,management,married,tertiary,may,5,no
59,technician,married,secondary,jun,1,yes
55,blue-collar,married,primary,nov,1,no
38,technician,single,tertiary,may,1,no
48,services,married,secondary,apr,4,no
53,blue-collar,married,secondary,may,2,no
44,admin,divorced,secondary,feb,3,no
57,management,married,tertiary,jun,1,no
29,blue-collar,single,secondary,may,3,no
31,services,married,secondary,may,1,no
35,technician,single,tertiary,dec,1,no
31,blue-collar,married,primary,mar,1,no
35,self-employed,married,tertiary,nov,2,no
40,management,single,secondary,may,11,no
39,blue-collar,married,secondary,may,1,no
43,technician,single,tertiary,jun,7,no
44,entrepreneur,married,primary,may,1,no
29,technician,single,secondary,feb,2,yes
40,technician,married,secondary,may,2,no
33,entrepreneur,married,primary,nov,2,no
46,management,married,tertiary,aug,13,no
27,unknown,single,tertiary,jan,4,no
26,admin,single,secondary,jul,3,no
41,technician,married,secondary,jul,1,no
34,technician,married,tertiary,aug,21,no
39,technician,single,tertiary,aug,15,no
27,services,single,secondary,jul,1,no
31,blue-collar,married,secondary,jul,11,no
44,unemployed,single,secondary,jan,1,no
55,retired,married,tertiary,jul,1,no
51,blue-collar,divorced,primary,jul,2,no
50,management,married,tertiary,jun,1,no
30,services,married,secondary,feb,4,no
46,technician,married,secondary,may,1,yes
49,admin,married,secondary,aug,3,no
56,retired,married,secondary,aug,2,no
47,admin,divorced,secondary,aug,4,yes
30,admin,married,secondary,jun,2,no
36,entrepreneur,single,secondary,jul,3,no
40,management,married,tertiary,jul,1,no
37,technician,single,secondary,jun,2,no
42,admin,divorced,secondary,jan,1,yes
45,technician,married,secondary,nov,1,no
34,unemployed,single,secondary,nov,2,no
27,admin,single,secondary,jul,5,no
30,blue-collar,married,secondary,may,5,no
32,technician,married,secondary,aug,3,no
46,housemaid,married,primary,jul,1,no
29,self-employed,married,tertiary,jul,4,no
53,unknown,married,unknown,jan,1,no
32,technician,married,secondary,apr,1,no
49,unemployed,married,secondary,may,1,no
35,management,married,tertiary,may,2,no
38,blue-collar,married,secondary,apr,3,no
39,entrepreneur,married,primary,nov,1,no
34,technician,single,secondary,may,1,no
42,blue-collar,married,primary,nov,2,no
35,blue-collar,single,unknown,jun,3,no
60,admin,married,secondary,aug,8,no
57,technician,divorced,secondary,may,1,no
31,blue-collar,single,secondary,jul,1,no
29,management,single,secondary,oct,1,no
41,services,married,secondary,nov,2,no
46,blue-collar,married,primary,nov,1,no
33,technician,married,secondary,may,1,yes
32,blue-collar,single,secondary,may,2,no
54,management,divorced,tertiary,nov,1,yes
37,services,married,secondary,may,2,no
32,technician,single,secondary,may,1,no
43,management,married,tertiary,aug,3,no
50,blue-collar,divorced,secondary,nov,1,no
34,blue-collar,married,secondary,apr,3,no
31,admin,divorced,secondary,jul,1,no
43,self-employed,married,secondary,nov,1,no
49,entrepreneur,married,secondary,jul,1,no
22,student,single,unknown,jul,3,no
35,management,married,tertiary,jan,2,no
56,admin,married,secondary,nov,2,no
53,blue-collar,married,secondary,jul,4,no
54,entrepreneur,married,tertiary,feb,7,no
32,services,single,unknown,may,1,no
41,self-employed,married,secondary,may,1,no
40,blue-collar,married,secondary,may,1,no
33,blue-collar,married,primary,may,3,no
33,management,single,tertiary,nov,1,no
34,blue-collar,married,secondary,jul,7,no
36,services,married,secondary,jun,4,no
34,entrepreneur,married,tertiary,jul,1,no
55,management,married,primary,jun,3,no
28,student,single,tertiary,feb,4,yes
29,admin,single,secondary,apr,2,no
31,admin,single,secondary,jul,11,no
52,management,married,tertiary,aug,5,no
54,services,married,unknown,nov,1,no
43,blue-collar,married,primary,may,8,no
55,entrepreneur,married,secondary,jul,13,no
28,blue-collar,divorced,unknown,may,4,no
45,unemployed,divorced,secondary,nov,1,no
45,entrepreneur,married,primary,may,1,no
51,management,married,tertiary,nov,4,no
42,technician,single,secondary,may,4,no
43,unknown,single,unknown,jan,1,no
34,management,married,tertiary,aug,4,no
36,blue-collar,married,primary,may,2,no
37,blue-collar,married,secondary,jul,1,no
50,blue-collar,married,secondary,may,1,no
42,management,divorced,unknown,feb,2,yes
34,blue-collar,single,primary,may,1,no
48,management,married,secondary,apr,1,no
47,admin,married,secondary,jul,2,no
40,management,married,tertiary,jun,1,no
37,management,married,tertiary,jan,2,no
38,blue-collar,married,primary,jun,2,no
29,technician,single,tertiary,jul,1,no
46,blue-collar,married,primary,nov,1,no
26,blue-collar,married,secondary,may,2,no
30,services,single,tertiary,may,4,no
42,blue-collar,married,secondary,jul,2,no
42,management,single,tertiary,aug,2,no
31,admin,single,secondary,may,5,no
37,management,single,tertiary,may,1,no
26,blue-collar,married,secondary,may,11,no
54,blue-collar,married,unknown,aug,2,no
70,retired,married,secondary,apr,2,no
29,self-employed,single,secondary,may,1,no
50,services,married,secondary,jul,1,no
60,unemployed,divorced,secondary,feb,1,no
32,technician,single,secondary,aug,2,no
32,technician,married,secondary,jul,3,no
34,self-employed,single,tertiary,nov,2,no
48,services,single,primary,may,7,no
25,student,married,tertiary,jul,1,no
32,management,married,secondary,nov,2,no
32,blue-collar,married,primary,feb,1,no
47,admin,divorced,secondary,may,4,no
32,technician,married,unknown,dec,3,no
49,management,single,tertiary,jul,3,yes
53,services,married,secondary,apr,2,no
41,blue-collar,single,unknown,jun,6,no
47,management,divorced,tertiary,jul,2,no
35,blue-collar,married,primary,may,4,no
33,management,single,secondary,nov,3,no
49,blue-collar,married,primary,apr,5,no
46,management,divorced,tertiary,aug,3,yes
29,management,divorced,tertiary,may,4,no
58,self-employed,married,primary,jun,3,no
40,admin,single,secondary,jun,1,no
34,management,married,tertiary,nov,1,no
60,retired,married,primary,jul,3,no
43,management,married,tertiary,may,2,no
50,blue-collar,married,primary,aug,6,no
33,blue-collar,married,secondary,jul,4,no
37,blue-collar,married,primary,jul,2,no
55,self-employed,married,secondary,may,5,no
45,blue-collar,single,primary,jul,4,no
47,blue-collar,married,primary,nov,2,no
58,technician,married,secondary,jun,3,no
36,services,married,secondary,apr,1,no
55,technician,married,secondary,may,2,no
31,blue-collar,married,secondary,may,2,no
38,technician,married,secondary,nov,2,no
42,blue-collar,married,secondary,may,1,no
32,management,divorced,tertiary,may,4,no
39,blue-collar,married,secondary,jul,3,no
41,technician,married,secondary,aug,4,no
59,blue-collar,married,primary,jan,1,no
42,unemployed,divorced,secondary,jan,1,no
33,blue-collar,married,secondary,may,2,no
53,retired,married,secondary,may,1,no
43,blue-collar,married,primary,may,3,no
39,self-employed,single,tertiary,jun,1,yes
27,entrepreneur,single,secondary,may,1,no
39,management,married,tertiary,may,1,no
27,blue-collar,single,secondary,feb,2,no
33,admin,married,secondary,nov,2,no
29,services,divorced,secondary,may,2,no
33,management,divorced,tertiary,aug,2,no
41,entrepreneur,married,secondary,nov,2,no
38,technician,single,tertiary,apr,1,no
30,management,married,tertiary,jul,1,no
58,unemployed,married,tertiary,jan,1,no
37,services,single,secondary,may,3,no
36,admin,divorced,secondary,apr,3,no
45,blue-collar,married,primary,aug,17,no
23,technician,single,secondary,jun,2,no
53,blue-collar,married,primary,jul,3,yes
44,blue-collar,married,primary,jun,3,no
32,technician,single,secondary,aug,2,no
32,management,married,tertiary,jul,8,no
38,admin,married,tertiary,jul,2,no
47,blue-collar,married,primary,feb,2,no
34,services,single,secondary,may,1,no
52,services,married,secondary,may,12,no
45,admin,single,secondary,may,1,no
50,blue-collar,married,primary,may,2,no
52,blue-collar,divorced,primary,may,1,yes
37,blue-collar,married,secondary,may,2,no
51,blue-collar,married,secondary,may,1,no
32,management,married,tertiary,may,2,no
33,blue-collar,married,secondary,may,3,no
28,unemployed,married,secondary,jun,2,no
66,management,married,tertiary,jun,2,no
31,services,single,secondary,may,2,no
35,blue-collar,married,primary,may,1,no
47,services,single,unknown,oct,2,yes
36,admin,single,secondary,jul,2,no
32,technician,single,tertiary,jan,1,no
34,blue-collar,married,primary,mar,1,no
40,admin,married,secondary,may,2,no
33,self-employed,married,tertiary,may,2,no
39,blue-collar,married,secondary,may,1,no
38,self-employed,married,secondary,may,5,no
32,technician,single,secondary,aug,4,yes
65,unknown,married,unknown,jan,1,no
34,unemployed,single,tertiary,aug,1,no
34,admin,single,primary,may,4,no
42,blue-collar,single,primary,jul,1,no
31,services,married,secondary,apr,1,no
47,technician,married,secondary,jun,3,no
44,technician,divorced,secondary,may,4,no
38,housemaid,married,secondary,jul,2,no
28,management,single,tertiary,may,1,no
46,admin,single,secondary,may,2,no
51,blue-collar,divorced,primary,jul,2,no
42,management,divorced,tertiary,jun,2,no
37,technician,single,secondary,feb,3,yes
58,unemployed,married,tertiary,feb,8,no
43,admin,married,secondary,aug,1,yes
36,management,single,tertiary,may,1,no
34,blue-collar,married,secondary,feb,2,no
31,management,single,tertiary,feb,1,yes
49,technician,married,unknown,nov,2,no
54,management,married,tertiary,nov,1,no
29,unemployed,single,secondary,apr,1,no
51,retired,divorced,secondary,may,2,no
40,unemployed,divorced,secondary,feb,1,no
35,management,single,tertiary,mar,1,yes
25,student,single,secondary,may,2,yes
32,blue-collar,single,secondary,jul,1,yes
30,self-employed,married,secondary,jul,1,no
38,management,married,tertiary,jul,3,no
46,admin,married,secondary,mar,2,yes
43,unemployed,married,primary,may,2,no
32,technician,single,tertiary,nov,2,no
29,blue-collar,single,secondary,may,3,no
56,blue-collar,married,secondary,jan,2,no
57,technician,married,primary,jun,8,no
38,admin,married,secondary,may,2,no
51,technician,married,primary,jun,5,no
35,admin,single,tertiary,apr,1,no
37,blue-collar,married,primary,jun,7,no
48,management,married,secondary,apr,3,yes
30,blue-collar,single,secondary,may,3,no
60,retired,married,secondary,aug,4,no
56,management,married,secondary,nov,1,no
45,blue-collar,married,primary,may,3,no
38,technician,divorced,secondary,aug,6,no
20,student,single,secondary,feb,1,no
59,retired,married,primary,aug,4,no
34,technician,married,tertiary,aug,3,yes
36,blue-collar,married,unknown,jun,7,no
53,admin,single,secondary,aug,1,yes
51,management,married,tertiary,may,1,no
58,retired,married,secondary,aug,4,no
48,management,married,primary,may,2,no
56,management,married,tertiary,feb,1,no
51,blue-collar,married,primary,aug,2,no
35,blue-collar,married,secondary,apr,6,no
40,admin,single,secondary,aug,1,yes
59,housemaid,married,secondary,jun,1,no
44,management,divorced,tertiary,nov,1,no
49,housemaid,married,primary,jul,1,yes
35,admin,married,tertiary,jul,7,no
41,management,married,tertiary,aug,8,no
55,retired,married,primary,jul,1,no
51,self-employed,married,secondary,jul,1,no
27,services,single,secondary,feb,3,no
57,blue-collar,married,primary,jul,12,no
51,management,single,tertiary,nov,2,no
38,management,married,tertiary,jun,12,no
49,admin,married,secondary,apr,1,yes
40,technician,single,tertiary,apr,1,no
47,housemaid,single,tertiary,oct,1,no
48,management,divorced,secondary,may,1,no
47,services,married,tertiary,aug,9,no
56,services,married,secondary,aug,11,no
29,management,single,tertiary,apr,2,yes
38,technician,married,secondary,may,3,yes
32,management,married,tertiary,aug,4,no
42,admin,single,secondary,may,5,no
30,blue-collar,married,primary,jul,6,no
26,admin,single,tertiary,may,5,no
35,technician,married,secondary,nov,1,yes
35,technician,married,secondary,jul,3,no
35,self-employed,single,tertiary,sep,2,no
57,blue-collar,married,secondary,aug,10,yes
29,admin,single,secondary,jul,1,no
32,blue-collar,single,secondary,may,2,no
45,technician,married,secondary,jul,1,no
51,management,single,tertiary,may,4,yes
31,technician,single,secondary,jun,8,no
50,self-employed,married,unknown,may,1,no
38,blue-collar,single,secondary,may,1,no
37,management,married,tertiary,jul,1,no
35,management,married,tertiary,may,2,no
37,unemployed,married,unknown,sep,1,no
28,management,single,tertiary,apr,6,no
38,management,married,tertiary,jun,6,no
43,management,married,secondary,aug,14,no
43,management,married,unknown,may,3,no
56,management,married,tertiary,nov,1,no
32,technician,single,tertiary,may,1,no
58,management,divorced,tertiary,may,2,no
47,management,married,tertiary,aug,7,no
31,blue-collar,single,secondary,may,2,no
38,management,married,tertiary,may,1,no
50,blue-collar,married,secondary,may,14,no
32,blue-collar,married,secondary,feb,2,no
37,services,single,secondary,may,1,no
39,management,married,tertiary,jun,2,no
40,services,married,secondary,jun,1,no
41,blue-collar,married,secondary,may,1,no
45,technician,married,secondary,jul,1,no
31,admin,married,secondary,may,2,no
54,services,married,primary,may,1,no
39,admin,divorced,secondary,aug,2,no
56,admin,divorced,secondary,may,2,no
35,admin,single,secondary,jun,12,no
34,management,married,secondary,aug,7,no
31,technician,single,secondary,aug,2,no
38,technician,married,tertiary,jul,4,no
41,technician,married,tertiary,jun,2,no
44,entrepreneur,married,tertiary,jul,1,no
49,blue-collar,married,secondary,may,1,no
30,services,single,secondary,may,3,no
31,services,single,secondary,nov,2,no
34,management,married,secondary,aug,6,no
70,retired,married,tertiary,apr,3,no
45,management,married,tertiary,jun,3,no
31,management,married,tertiary,nov,2,no
57,admin,married,secondary,jul,3,no
40,services,married,unknown,jun,3,no
28,blue-collar,married,secondary,may,9,no
44,admin,single,secondary,jul,1,no
49,services,divorced,secondary,jun,3,no
46,management,married,tertiary,nov,3,no
34,management,married,tertiary,jun,3,no
58,technician,married,secondary,aug,4,no
52,services,married,secondary,aug,12,no
27,blue-collar,married,secondary,apr,1,no
48,technician,married,secondary,jan,2,no
33,technician,divorced,secondary,nov,5,no
46,admin,married,secondary,nov,3,no
51,housemaid,married,unknown,aug,2,no
31,management,married,tertiary,aug,7,yes
35,technician,divorced,secondary,may,4,no
37,admin,single,secondary,aug,1,no
60,entrepreneur,married,primary,jul,1,no
40,technician,married,secondary,jun,2,no
50,management,married,tertiary,nov,2,no
34,entrepreneur,married,secondary,aug,8,no
32,technician,married,secondary,jun,3,no
36,services,single,secondary,feb,2,no
32,admin,single,tertiary,jul,1,no
40,services,divorced,secondary,jul,1,no
37,blue-collar,married,primary,may,1,no
57,management,married,tertiary,nov,1,no
46,management,married,tertiary,aug,2,no
31,blue-collar,single,primary,apr,1,no
39,technician,divorced,tertiary,may,1,yes
35,management,married,secondary,may,3,no
32,blue-collar,married,primary,jul,1,no
44,technician,divorced,secondary,jul,3,no
41,technician,single,secondary,jun,2,no
59,retired,divorced,primary,feb,1,no
39,services,married,secondary,apr,2,no
54,management,married,tertiary,jun,1,yes
27,services,single,secondary,may,1,no
51,self-employed,married,secondary,jul,4,yes
33,technician,single,secondary,aug,6,no
38,blue-collar,married,primary,nov,1,no
52,entrepreneur,married,tertiary,jun,3,no
54,management,divorced,tertiary,jul,10,no
33,blue-collar,married,primary,may,2,no
50,technician,married,secondary,jun,1,no
39,blue-collar,single,secondary,jun,1,no
34,management,single,tertiary,apr,1,yes
41,technician,single,secondary,feb,1,no
48,management,divorced,tertiary,may,1,no
38,services,married,secondary,may,1,no
34,blue-collar,married,secondary,may,1,no
32,blue-collar,married,secondary,may,2,no
48,management,married,secondary,may,1,no
28,services,single,secondary,may,1,no
47,blue-collar,married,secondary,apr,1,yes
32,admin,single,secondary,may,3,no
32,admin,married,secondary,apr,4,no
38,management,married,tertiary,aug,2,no
86,retired,married,secondary,mar,3,no
47,technician,married,secondary,aug,8,no
